filepath,label,label_str,filename,height,width,format,mode
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00784.jpg,1,face,face00784,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00785.jpg,1,face,face00785,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00786.jpg,1,face,face00786,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00787.jpg,1,face,face00787,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00788.jpg,1,face,face00788,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00789.jpg,1,face,face00789,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00790.jpg,1,face,face00790,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00791.jpg,1,face,face00791,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00792.jpg,1,face,face00792,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00793.jpg,1,face,face00793,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00794.jpg,1,face,face00794,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00795.jpg,1,face,face00795,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00796.jpg,1,face,face00796,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00797.jpg,1,face,face00797,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00798.jpg,1,face,face00798,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00799.jpg,1,face,face00799,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00800.jpg,1,face,face00800,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00801.jpg,1,face,face00801,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00802.jpg,1,face,face00802,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00803.jpg,1,face,face00803,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00804.jpg,1,face,face00804,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00805.jpg,1,face,face00805,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00806.jpg,1,face,face00806,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00807.jpg,1,face,face00807,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00808.jpg,1,face,face00808,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00809.jpg,1,face,face00809,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00810.jpg,1,face,face00810,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00811.jpg,1,face,face00811,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00812.jpg,1,face,face00812,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00813.jpg,1,face,face00813,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00814.jpg,1,face,face00814,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00815.jpg,1,face,face00815,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00816.jpg,1,face,face00816,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00817.jpg,1,face,face00817,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00818.jpg,1,face,face00818,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00819.jpg,1,face,face00819,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00820.jpg,1,face,face00820,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00821.jpg,1,face,face00821,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00822.jpg,1,face,face00822,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00823.jpg,1,face,face00823,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00824.jpg,1,face,face00824,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00825.jpg,1,face,face00825,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00826.jpg,1,face,face00826,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00827.jpg,1,face,face00827,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00828.jpg,1,face,face00828,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00829.jpg,1,face,face00829,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00830.jpg,1,face,face00830,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00831.jpg,1,face,face00831,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00832.jpg,1,face,face00832,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00833.jpg,1,face,face00833,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00834.jpg,1,face,face00834,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00835.jpg,1,face,face00835,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00836.jpg,1,face,face00836,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00837.jpg,1,face,face00837,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00838.jpg,1,face,face00838,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00839.jpg,1,face,face00839,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00840.jpg,1,face,face00840,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00841.jpg,1,face,face00841,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00842.jpg,1,face,face00842,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00843.jpg,1,face,face00843,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00844.jpg,1,face,face00844,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00845.jpg,1,face,face00845,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00846.jpg,1,face,face00846,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00847.jpg,1,face,face00847,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00848.jpg,1,face,face00848,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00849.jpg,1,face,face00849,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00850.jpg,1,face,face00850,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00851.jpg,1,face,face00851,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00852.jpg,1,face,face00852,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00853.jpg,1,face,face00853,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00854.jpg,1,face,face00854,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00855.jpg,1,face,face00855,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00856.jpg,1,face,face00856,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00857.jpg,1,face,face00857,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00858.jpg,1,face,face00858,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00859.jpg,1,face,face00859,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00860.jpg,1,face,face00860,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00861.jpg,1,face,face00861,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00862.jpg,1,face,face00862,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00863.jpg,1,face,face00863,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00864.jpg,1,face,face00864,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00865.jpg,1,face,face00865,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00866.jpg,1,face,face00866,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00867.jpg,1,face,face00867,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00868.jpg,1,face,face00868,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00869.jpg,1,face,face00869,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00870.jpg,1,face,face00870,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00871.jpg,1,face,face00871,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00872.jpg,1,face,face00872,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00873.jpg,1,face,face00873,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00874.jpg,1,face,face00874,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00875.jpg,1,face,face00875,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00876.jpg,1,face,face00876,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00877.jpg,1,face,face00877,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00878.jpg,1,face,face00878,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00879.jpg,1,face,face00879,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00880.jpg,1,face,face00880,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00881.jpg,1,face,face00881,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00882.jpg,1,face,face00882,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00883.jpg,1,face,face00883,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00884.jpg,1,face,face00884,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00885.jpg,1,face,face00885,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00886.jpg,1,face,face00886,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00887.jpg,1,face,face00887,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00888.jpg,1,face,face00888,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00889.jpg,1,face,face00889,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00890.jpg,1,face,face00890,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00891.jpg,1,face,face00891,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00892.jpg,1,face,face00892,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00893.jpg,1,face,face00893,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00894.jpg,1,face,face00894,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00895.jpg,1,face,face00895,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00896.jpg,1,face,face00896,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00897.jpg,1,face,face00897,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00898.jpg,1,face,face00898,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00899.jpg,1,face,face00899,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00900.jpg,1,face,face00900,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00901.jpg,1,face,face00901,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00902.jpg,1,face,face00902,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00903.jpg,1,face,face00903,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00904.jpg,1,face,face00904,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00905.jpg,1,face,face00905,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00906.jpg,1,face,face00906,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00907.jpg,1,face,face00907,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00908.jpg,1,face,face00908,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00909.jpg,1,face,face00909,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00910.jpg,1,face,face00910,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00911.jpg,1,face,face00911,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00912.jpg,1,face,face00912,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00913.jpg,1,face,face00913,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00914.jpg,1,face,face00914,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00915.jpg,1,face,face00915,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00916.jpg,1,face,face00916,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00917.jpg,1,face,face00917,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00918.jpg,1,face,face00918,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00919.jpg,1,face,face00919,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00920.jpg,1,face,face00920,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00921.jpg,1,face,face00921,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00922.jpg,1,face,face00922,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00923.jpg,1,face,face00923,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00924.jpg,1,face,face00924,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00925.jpg,1,face,face00925,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00926.jpg,1,face,face00926,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00927.jpg,1,face,face00927,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00928.jpg,1,face,face00928,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00929.jpg,1,face,face00929,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00930.jpg,1,face,face00930,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00931.jpg,1,face,face00931,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00932.jpg,1,face,face00932,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00933.jpg,1,face,face00933,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00934.jpg,1,face,face00934,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00935.jpg,1,face,face00935,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00936.jpg,1,face,face00936,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00937.jpg,1,face,face00937,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00938.jpg,1,face,face00938,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00939.jpg,1,face,face00939,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00940.jpg,1,face,face00940,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00941.jpg,1,face,face00941,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00942.jpg,1,face,face00942,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00943.jpg,1,face,face00943,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00944.jpg,1,face,face00944,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00945.jpg,1,face,face00945,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00946.jpg,1,face,face00946,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00947.jpg,1,face,face00947,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00948.jpg,1,face,face00948,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00949.jpg,1,face,face00949,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00950.jpg,1,face,face00950,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00951.jpg,1,face,face00951,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00952.jpg,1,face,face00952,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00953.jpg,1,face,face00953,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00954.jpg,1,face,face00954,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00955.jpg,1,face,face00955,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00956.jpg,1,face,face00956,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00957.jpg,1,face,face00957,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00958.jpg,1,face,face00958,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00959.jpg,1,face,face00959,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00960.jpg,1,face,face00960,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00961.jpg,1,face,face00961,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00962.jpg,1,face,face00962,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00963.jpg,1,face,face00963,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00964.jpg,1,face,face00964,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00965.jpg,1,face,face00965,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00966.jpg,1,face,face00966,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00967.jpg,1,face,face00967,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00968.jpg,1,face,face00968,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00969.jpg,1,face,face00969,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00970.jpg,1,face,face00970,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00971.jpg,1,face,face00971,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00972.jpg,1,face,face00972,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00973.jpg,1,face,face00973,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00974.jpg,1,face,face00974,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00975.jpg,1,face,face00975,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00976.jpg,1,face,face00976,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00977.jpg,1,face,face00977,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00978.jpg,1,face,face00978,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00979.jpg,1,face,face00979,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00980.jpg,1,face,face00980,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00981.jpg,1,face,face00981,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00982.jpg,1,face,face00982,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00983.jpg,1,face,face00983,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00984.jpg,1,face,face00984,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00985.jpg,1,face,face00985,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00986.jpg,1,face,face00986,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00987.jpg,1,face,face00987,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00988.jpg,1,face,face00988,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00989.jpg,1,face,face00989,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00990.jpg,1,face,face00990,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00991.jpg,1,face,face00991,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00992.jpg,1,face,face00992,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00993.jpg,1,face,face00993,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00994.jpg,1,face,face00994,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00995.jpg,1,face,face00995,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00996.jpg,1,face,face00996,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00997.jpg,1,face,face00997,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00998.jpg,1,face,face00998,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00999.jpg,1,face,face00999,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01000.jpg,1,face,face01000,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01001.jpg,1,face,face01001,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01002.jpg,1,face,face01002,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01003.jpg,1,face,face01003,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01004.jpg,1,face,face01004,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01005.jpg,1,face,face01005,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01006.jpg,1,face,face01006,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01007.jpg,1,face,face01007,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01008.jpg,1,face,face01008,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01009.jpg,1,face,face01009,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01010.jpg,1,face,face01010,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01011.jpg,1,face,face01011,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01012.jpg,1,face,face01012,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01013.jpg,1,face,face01013,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01014.jpg,1,face,face01014,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01015.jpg,1,face,face01015,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01016.jpg,1,face,face01016,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01017.jpg,1,face,face01017,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01018.jpg,1,face,face01018,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01019.jpg,1,face,face01019,19,19,JPEG,RGB
