filename,filepath,label,height,width,format,mode
face00806,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00806.jpg,face,19,19,JPEG,RGB
face00807,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00807.jpg,face,19,19,JPEG,RGB
face00808,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00808.jpg,face,19,19,JPEG,RGB
face00809,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00809.jpg,face,19,19,JPEG,RGB
face00810,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00810.jpg,face,19,19,JPEG,RGB
face00811,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00811.jpg,face,19,19,JPEG,RGB
face00812,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00812.jpg,face,19,19,JPEG,RGB
face00813,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00813.jpg,face,19,19,JPEG,RGB
face00814,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00814.jpg,face,19,19,JPEG,RGB
face00815,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00815.jpg,face,19,19,JPEG,RGB
face00816,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00816.jpg,face,19,19,JPEG,RGB
face00817,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00817.jpg,face,19,19,JPEG,RGB
face00818,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00818.jpg,face,19,19,JPEG,RGB
face00819,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00819.jpg,face,19,19,JPEG,RGB
face00820,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00820.jpg,face,19,19,JPEG,RGB
face00821,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00821.jpg,face,19,19,JPEG,RGB
face00822,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00822.jpg,face,19,19,JPEG,RGB
face00823,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00823.jpg,face,19,19,JPEG,RGB
face00824,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00824.jpg,face,19,19,JPEG,RGB
face00825,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00825.jpg,face,19,19,JPEG,RGB
face00826,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00826.jpg,face,19,19,JPEG,RGB
face00827,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00827.jpg,face,19,19,JPEG,RGB
face00828,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00828.jpg,face,19,19,JPEG,RGB
face00829,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00829.jpg,face,19,19,JPEG,RGB
face00830,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00830.jpg,face,19,19,JPEG,RGB
face00831,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00831.jpg,face,19,19,JPEG,RGB
face00832,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00832.jpg,face,19,19,JPEG,RGB
face00833,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00833.jpg,face,19,19,JPEG,RGB
face00834,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00834.jpg,face,19,19,JPEG,RGB
face00835,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00835.jpg,face,19,19,JPEG,RGB
face00836,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00836.jpg,face,19,19,JPEG,RGB
face00837,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00837.jpg,face,19,19,JPEG,RGB
face00838,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00838.jpg,face,19,19,JPEG,RGB
face00839,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00839.jpg,face,19,19,JPEG,RGB
face00840,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00840.jpg,face,19,19,JPEG,RGB
face00841,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00841.jpg,face,19,19,JPEG,RGB
face00842,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00842.jpg,face,19,19,JPEG,RGB
face00843,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00843.jpg,face,19,19,JPEG,RGB
face00844,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00844.jpg,face,19,19,JPEG,RGB
face00845,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00845.jpg,face,19,19,JPEG,RGB
face00846,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00846.jpg,face,19,19,JPEG,RGB
face00847,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00847.jpg,face,19,19,JPEG,RGB
face00848,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00848.jpg,face,19,19,JPEG,RGB
face00849,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00849.jpg,face,19,19,JPEG,RGB
face00850,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00850.jpg,face,19,19,JPEG,RGB
face00851,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00851.jpg,face,19,19,JPEG,RGB
face00852,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00852.jpg,face,19,19,JPEG,RGB
face00853,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00853.jpg,face,19,19,JPEG,RGB
face00854,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00854.jpg,face,19,19,JPEG,RGB
face00855,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00855.jpg,face,19,19,JPEG,RGB
face00856,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00856.jpg,face,19,19,JPEG,RGB
face00857,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00857.jpg,face,19,19,JPEG,RGB
face00858,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00858.jpg,face,19,19,JPEG,RGB
face00859,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00859.jpg,face,19,19,JPEG,RGB
face00860,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00860.jpg,face,19,19,JPEG,RGB
face00861,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00861.jpg,face,19,19,JPEG,RGB
face00862,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00862.jpg,face,19,19,JPEG,RGB
face00863,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00863.jpg,face,19,19,JPEG,RGB
face00864,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00864.jpg,face,19,19,JPEG,RGB
face00865,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00865.jpg,face,19,19,JPEG,RGB
face00866,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00866.jpg,face,19,19,JPEG,RGB
face00867,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00867.jpg,face,19,19,JPEG,RGB
face00868,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00868.jpg,face,19,19,JPEG,RGB
face00869,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00869.jpg,face,19,19,JPEG,RGB
face00870,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00870.jpg,face,19,19,JPEG,RGB
face00871,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00871.jpg,face,19,19,JPEG,RGB
face00872,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00872.jpg,face,19,19,JPEG,RGB
face00873,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00873.jpg,face,19,19,JPEG,RGB
face00874,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00874.jpg,face,19,19,JPEG,RGB
face00875,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00875.jpg,face,19,19,JPEG,RGB
face00876,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00876.jpg,face,19,19,JPEG,RGB
face00877,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00877.jpg,face,19,19,JPEG,RGB
face00878,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00878.jpg,face,19,19,JPEG,RGB
face00879,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00879.jpg,face,19,19,JPEG,RGB
face00880,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00880.jpg,face,19,19,JPEG,RGB
face00881,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00881.jpg,face,19,19,JPEG,RGB
face00882,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00882.jpg,face,19,19,JPEG,RGB
face00883,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00883.jpg,face,19,19,JPEG,RGB
face00884,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00884.jpg,face,19,19,JPEG,RGB
face00885,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00885.jpg,face,19,19,JPEG,RGB
face00886,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00886.jpg,face,19,19,JPEG,RGB
face00887,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00887.jpg,face,19,19,JPEG,RGB
face00888,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00888.jpg,face,19,19,JPEG,RGB
face00889,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00889.jpg,face,19,19,JPEG,RGB
face00890,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00890.jpg,face,19,19,JPEG,RGB
face00891,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00891.jpg,face,19,19,JPEG,RGB
face00892,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00892.jpg,face,19,19,JPEG,RGB
face00893,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00893.jpg,face,19,19,JPEG,RGB
face00894,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00894.jpg,face,19,19,JPEG,RGB
face00895,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00895.jpg,face,19,19,JPEG,RGB
face00896,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00896.jpg,face,19,19,JPEG,RGB
face00897,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00897.jpg,face,19,19,JPEG,RGB
face00898,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00898.jpg,face,19,19,JPEG,RGB
face00899,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00899.jpg,face,19,19,JPEG,RGB
face00900,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00900.jpg,face,19,19,JPEG,RGB
face00901,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00901.jpg,face,19,19,JPEG,RGB
face00902,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00902.jpg,face,19,19,JPEG,RGB
face00903,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00903.jpg,face,19,19,JPEG,RGB
face00904,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00904.jpg,face,19,19,JPEG,RGB
face00905,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00905.jpg,face,19,19,JPEG,RGB
face00906,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00906.jpg,face,19,19,JPEG,RGB
face00907,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00907.jpg,face,19,19,JPEG,RGB
face00908,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00908.jpg,face,19,19,JPEG,RGB
face00909,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00909.jpg,face,19,19,JPEG,RGB
face00910,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00910.jpg,face,19,19,JPEG,RGB
face00911,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00911.jpg,face,19,19,JPEG,RGB
face00912,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00912.jpg,face,19,19,JPEG,RGB
face00913,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00913.jpg,face,19,19,JPEG,RGB
face00914,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00914.jpg,face,19,19,JPEG,RGB
face00915,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00915.jpg,face,19,19,JPEG,RGB
face00916,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00916.jpg,face,19,19,JPEG,RGB
face00917,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00917.jpg,face,19,19,JPEG,RGB
face00918,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00918.jpg,face,19,19,JPEG,RGB
face00919,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00919.jpg,face,19,19,JPEG,RGB
face00920,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00920.jpg,face,19,19,JPEG,RGB
face00921,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00921.jpg,face,19,19,JPEG,RGB
face00922,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00922.jpg,face,19,19,JPEG,RGB
face00923,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00923.jpg,face,19,19,JPEG,RGB
face00924,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00924.jpg,face,19,19,JPEG,RGB
face00925,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00925.jpg,face,19,19,JPEG,RGB
face00926,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00926.jpg,face,19,19,JPEG,RGB
face00927,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00927.jpg,face,19,19,JPEG,RGB
face00928,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00928.jpg,face,19,19,JPEG,RGB
face00929,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00929.jpg,face,19,19,JPEG,RGB
face00930,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00930.jpg,face,19,19,JPEG,RGB
face00931,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00931.jpg,face,19,19,JPEG,RGB
face00932,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00932.jpg,face,19,19,JPEG,RGB
face00933,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00933.jpg,face,19,19,JPEG,RGB
face00934,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00934.jpg,face,19,19,JPEG,RGB
face00935,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00935.jpg,face,19,19,JPEG,RGB
face00936,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00936.jpg,face,19,19,JPEG,RGB
face00937,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00937.jpg,face,19,19,JPEG,RGB
face00938,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00938.jpg,face,19,19,JPEG,RGB
face00939,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00939.jpg,face,19,19,JPEG,RGB
face00940,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00940.jpg,face,19,19,JPEG,RGB
face00941,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00941.jpg,face,19,19,JPEG,RGB
face00942,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00942.jpg,face,19,19,JPEG,RGB
face00943,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00943.jpg,face,19,19,JPEG,RGB
face00944,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00944.jpg,face,19,19,JPEG,RGB
face00945,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00945.jpg,face,19,19,JPEG,RGB
face00946,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00946.jpg,face,19,19,JPEG,RGB
face00947,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00947.jpg,face,19,19,JPEG,RGB
face00948,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00948.jpg,face,19,19,JPEG,RGB
face00949,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00949.jpg,face,19,19,JPEG,RGB
face00950,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00950.jpg,face,19,19,JPEG,RGB
face00951,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00951.jpg,face,19,19,JPEG,RGB
face00952,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00952.jpg,face,19,19,JPEG,RGB
face00953,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00953.jpg,face,19,19,JPEG,RGB
face00954,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00954.jpg,face,19,19,JPEG,RGB
face00955,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00955.jpg,face,19,19,JPEG,RGB
face00956,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00956.jpg,face,19,19,JPEG,RGB
face00957,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00957.jpg,face,19,19,JPEG,RGB
face00958,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00958.jpg,face,19,19,JPEG,RGB
face00959,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00959.jpg,face,19,19,JPEG,RGB
face00960,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00960.jpg,face,19,19,JPEG,RGB
face00961,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00961.jpg,face,19,19,JPEG,RGB
face00962,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00962.jpg,face,19,19,JPEG,RGB
face00963,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00963.jpg,face,19,19,JPEG,RGB
face00964,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00964.jpg,face,19,19,JPEG,RGB
face00965,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00965.jpg,face,19,19,JPEG,RGB
face00966,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00966.jpg,face,19,19,JPEG,RGB
face00967,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00967.jpg,face,19,19,JPEG,RGB
face00968,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00968.jpg,face,19,19,JPEG,RGB
face00969,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00969.jpg,face,19,19,JPEG,RGB
face00970,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00970.jpg,face,19,19,JPEG,RGB
face00971,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00971.jpg,face,19,19,JPEG,RGB
face00972,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00972.jpg,face,19,19,JPEG,RGB
face00973,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00973.jpg,face,19,19,JPEG,RGB
face00974,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00974.jpg,face,19,19,JPEG,RGB
face00975,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00975.jpg,face,19,19,JPEG,RGB
face00976,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00976.jpg,face,19,19,JPEG,RGB
face00977,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00977.jpg,face,19,19,JPEG,RGB
face00978,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00978.jpg,face,19,19,JPEG,RGB
face00979,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00979.jpg,face,19,19,JPEG,RGB
face00980,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00980.jpg,face,19,19,JPEG,RGB
face00981,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00981.jpg,face,19,19,JPEG,RGB
face00982,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00982.jpg,face,19,19,JPEG,RGB
face00983,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00983.jpg,face,19,19,JPEG,RGB
face00984,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00984.jpg,face,19,19,JPEG,RGB
face00985,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00985.jpg,face,19,19,JPEG,RGB
face00986,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00986.jpg,face,19,19,JPEG,RGB
face00987,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00987.jpg,face,19,19,JPEG,RGB
face00988,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00988.jpg,face,19,19,JPEG,RGB
face00989,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00989.jpg,face,19,19,JPEG,RGB
face00990,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00990.jpg,face,19,19,JPEG,RGB
face00991,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00991.jpg,face,19,19,JPEG,RGB
face00992,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00992.jpg,face,19,19,JPEG,RGB
face00993,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00993.jpg,face,19,19,JPEG,RGB
face00994,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00994.jpg,face,19,19,JPEG,RGB
face00995,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00995.jpg,face,19,19,JPEG,RGB
face00996,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00996.jpg,face,19,19,JPEG,RGB
face00997,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00997.jpg,face,19,19,JPEG,RGB
face00998,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00998.jpg,face,19,19,JPEG,RGB
face00999,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face00999.jpg,face,19,19,JPEG,RGB
face01000,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01000.jpg,face,19,19,JPEG,RGB
face01001,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01001.jpg,face,19,19,JPEG,RGB
face01002,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01002.jpg,face,19,19,JPEG,RGB
face01003,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01003.jpg,face,19,19,JPEG,RGB
face01004,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01004.jpg,face,19,19,JPEG,RGB
face01005,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01005.jpg,face,19,19,JPEG,RGB
face01006,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01006.jpg,face,19,19,JPEG,RGB
face01007,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01007.jpg,face,19,19,JPEG,RGB
face01008,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01008.jpg,face,19,19,JPEG,RGB
face01009,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01009.jpg,face,19,19,JPEG,RGB
face01010,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01010.jpg,face,19,19,JPEG,RGB
face01011,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01011.jpg,face,19,19,JPEG,RGB
face01012,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01012.jpg,face,19,19,JPEG,RGB
face01013,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01013.jpg,face,19,19,JPEG,RGB
face01014,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01014.jpg,face,19,19,JPEG,RGB
face01015,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01015.jpg,face,19,19,JPEG,RGB
face01016,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01016.jpg,face,19,19,JPEG,RGB
face01017,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01017.jpg,face,19,19,JPEG,RGB
face01018,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01018.jpg,face,19,19,JPEG,RGB
face01019,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01019.jpg,face,19,19,JPEG,RGB
face01020,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01020.jpg,face,19,19,JPEG,RGB
face01021,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01021.jpg,face,19,19,JPEG,RGB
face01022,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01022.jpg,face,19,19,JPEG,RGB
face01023,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01023.jpg,face,19,19,JPEG,RGB
face01024,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01024.jpg,face,19,19,JPEG,RGB
face01025,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01025.jpg,face,19,19,JPEG,RGB
face01026,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01026.jpg,face,19,19,JPEG,RGB
face01027,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01027.jpg,face,19,19,JPEG,RGB
face01028,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01028.jpg,face,19,19,JPEG,RGB
face01029,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01029.jpg,face,19,19,JPEG,RGB
face01030,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01030.jpg,face,19,19,JPEG,RGB
face01031,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01031.jpg,face,19,19,JPEG,RGB
face01032,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01032.jpg,face,19,19,JPEG,RGB
face01033,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01033.jpg,face,19,19,JPEG,RGB
face01034,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01034.jpg,face,19,19,JPEG,RGB
face01035,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01035.jpg,face,19,19,JPEG,RGB
face01036,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01036.jpg,face,19,19,JPEG,RGB
face01037,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01037.jpg,face,19,19,JPEG,RGB
face01038,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01038.jpg,face,19,19,JPEG,RGB
face01039,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01039.jpg,face,19,19,JPEG,RGB
face01040,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01040.jpg,face,19,19,JPEG,RGB
face01041,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01041.jpg,face,19,19,JPEG,RGB
face01042,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01042.jpg,face,19,19,JPEG,RGB
face01043,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01043.jpg,face,19,19,JPEG,RGB
face01044,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01044.jpg,face,19,19,JPEG,RGB
face01045,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01045.jpg,face,19,19,JPEG,RGB
face01046,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01046.jpg,face,19,19,JPEG,RGB
face01047,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01047.jpg,face,19,19,JPEG,RGB
face01048,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01048.jpg,face,19,19,JPEG,RGB
face01049,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01049.jpg,face,19,19,JPEG,RGB
face01050,C:\Users\Noam\PycharmProjects\Jubaan\data\train\face\face01050.jpg,face,19,19,JPEG,RGB
